nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Cadi Ayyad University,musée,Essaouira,"Cadi Ayyad University : jāmiʿat al-qāḍī ʿayyāḍ, French: Université Cadi Ayyad) is a university in Marrakesh and one of the largest universities in Morocco. One of its associated colleges, the École nationale des sciences appliquées de Marrakech, was created in 2000 by the Ministry of Higher Education and specializes in engineering and scientific research. Cadi Ayyad University was established in 1978 and operates 13 institutions in the Marrakesh-Safi region of Morocco in four main cities, including Kalaat Sraghna, Essaouira and Safi in addition to Marrakesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg/330px-Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg,https://en.wikipedia.org/wiki/Cadi_Ayyad_University,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Tanger Outlets Atlantic City,musée,Tanger,"Tanger Outlets Atlantic City, formerly known as The Walk, is a 109-store open-air outlet mall in Atlantic City, New Jersey. It is the only outlet mall in Atlantic County. The mall opened in August 2003 and spans 3 city blocks, featuring a unique layout in outlet mall construction.",https://upload.wikimedia.org/wikipedia/en/f/ff/Acoutletslogo.png,https://en.wikipedia.org/wiki/Tanger_Outlets_Atlantic_City,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Agadir,musée,Agadir,"Agadir is a major city in Morocco, on the shore of the Atlantic Ocean near the foot of the Atlas Mountains, just north of the point where the Souss River flows into the ocean, and 509 kilometres (316 mi) south of Casablanca. Agadir is the capital of the Agadir Ida-U-Tanan Prefecture and of the Souss-Massa economic region.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg,https://en.wikipedia.org/wiki/Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
"American Legation, Tangier",musée,Tanger,"The Tangier American Legation, officially the Tangier American Legation Institute for Moroccan Studies (TALIMS), is a building in the medina of Tangier, Morocco, that formerly housed the United States diplomatic mission to Morocco. It was the first American public property abroad and is the only U.S. National Historic Landmark in a foreign country.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG/330px-Museo_del_Antiguo_Legado_Estadounidense%2C_T%C3%A1nger%2C_Marruecos%2C_2015-12-11%2C_DD_44-46_HDR.JPG,https://en.wikipedia.org/wiki/American_Legation%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Solar power in Morocco,musée,Ouarzazate,"Solar power in Morocco is enabled by the country having one of the highest rates of solar insolation among other countries— about 3,000 hours per year of sunshine but up to 3,600 hours in the desert. Morocco has launched one of the world’s largest solar energy projects costing an estimated $9 billion. The aim of the project was to create 2,000 megawatts of solar generation capacity by 2020. The Moroccan Agency for Solar Energy (MASEN), a public-private venture, was established to lead the project. The first plant, Ouarzazate Solar Power Station, was commissioned in 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Panes_au_solea_pousse_Marok.jpg/330px-Panes_au_solea_pousse_Marok.jpg,https://en.wikipedia.org/wiki/Solar_power_in_Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Wiki Indaba,musée,Agadir,"Wiki Indaba is the regional conference for African Wikimedians both within the continent and in the diaspora. Topics of presentation and dialogue include Wikimedia projects such as Wikipedia, other wikis, open-source software, free knowledge, free content and how these projects affect the African continent.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Wiki_Indaba_Present_logo.jpg/330px-Wiki_Indaba_Present_logo.jpg,https://en.wikipedia.org/wiki/Wiki_Indaba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Cape Spartel,musée,Tanger,"Cape Spartel is a promontory in Morocco about 1,000 feet (300 m) above sea level at the entrance to the Strait of Gibraltar, 12 km west of Tangier. It is the northwesternmost point of the African continent. Below the cape are the Caves of Hercules.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Faro_del_cabo_Espartel%2C_Marruecos%2C_2015-12-11%2C_DD_02.JPG/330px-Faro_del_cabo_Espartel%2C_Marruecos%2C_2015-12-11%2C_DD_02.JPG,https://en.wikipedia.org/wiki/Cape_Spartel,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Ben Salah Mosque,musée,Marrakech,"The Ben Salah Mosque or Ben Saleh Mosque is a 14th-century Marinid mosque in the historic medina of Marrakesh, Morocco. It is the only major surviving Marinid-era monument in Marrakesh and is notable for its fine minaret.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Ben_Salah_Mosque.jpg/330px-Ben_Salah_Mosque.jpg,https://en.wikipedia.org/wiki/Ben_Salah_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Funduq Sagha,musée,Fès,"Funduq Sagha is a historic funduq in Fes el Bali, the old medina quarter in the city of Fez, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Funduq_Sagha_DSCF3693.jpg/320px-Funduq_Sagha_DSCF3693.jpg,https://en.wikipedia.org/wiki/Funduq_Sagha,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
"French Protectorate Residence, Rabat",musée,Rabat,"The French Protectorate Residence also known as Residence-general or Residence of Lyautey, is a historic building in Rabat, Morocco. It was the seat of the Resident-general in the French protectorate in Morocco from its completion in 1924 to the end of the protectorate in 1956.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif/lossy-page1-320px-ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif.jpg,https://en.wikipedia.org/wiki/French_Protectorate_Residence%2C_Rabat,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Hassan II Mosque,musée,Casablanca,"The Hassan II Mosque is a mosque in Casablanca, Morocco. It is the second largest functioning mosque in Africa and is the 14th largest in the world. Its minaret is the world's second tallest minaret at 210 metres (689 ft). Completed in 1993, it was designed by Michel Pinseau under the guidance of King Hassan II and built by Moroccan artisans from all over the kingdom. The minaret is 60 stories high topped by a laser, the light from which is directed towards Mecca. The mosque stands on a promontory looking out to the Atlantic Ocean; worshippers can pray over the sea but there is no glass floor looking into the sea. The walls are of hand-crafted marble and the roof is retractable. A maximum of 105,000 worshippers can gather together for prayer: 25,000 inside the mosque hall and another 80,000 on the mosque's outside ground.",https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg,https://en.wikipedia.org/wiki/Hassan_II_Mosque,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Marinid Tombs,musée,Fès,"The Marinid Tombs or Merenid Tombs are a set of ruined monumental tombs on a hill above and north of Fes al-Bali, the old city of Fez, Morocco. They were originally a royal necropolis for the Marinid dynasty which ruled over Morocco in the 13th to 15th centuries. Today, they are a popular lookout point over the historic city.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Marinid_Tombs_in_April_2016_1.jpg/330px-Marinid_Tombs_in_April_2016_1.jpg,https://en.wikipedia.org/wiki/Marinid_Tombs,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Almoravid Qubba,musée,Marrakech,"The Almoravid Qubba, also known as the Qubbat al-Ba'diyyin or Qubbat al-Barudiyyin, is a small monument in Marrakesh, Morocco. It was erected by the Almoravid dynasty in the early 12th century. It is notable for its extraordinary decoration and for being one of the only remnants of Almoravid architecture in Marrakesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Almoravid_Qubba_IMG_5629.jpg/330px-Almoravid_Qubba_IMG_5629.jpg,https://en.wikipedia.org/wiki/Almoravid_Qubba,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Turenne rail accident,musée,Oujda,The Turenne rail accident occurred on 14 September 1932 when a train carrying French Foreign Legionnaires crashed in Algeria killing 62 people.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg/330px-Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg,https://en.wikipedia.org/wiki/Turenne_rail_accident,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Funduq al-Najjarin,musée,Fès,"Funduq al-Najjarin is a historic funduq in Fes el Bali, the old medina quarter in the city of Fez, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fes_-_Fondouk_el-Nejjarine.jpg/320px-Fes_-_Fondouk_el-Nejjarine.jpg,https://en.wikipedia.org/wiki/Funduq_al-Najjarin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Mendoub's Residence,musée,Tanger,"The Mendoub's Residence or Dar al-Mandub, formerly known as the Forbes Museum of Tangier, is a cultural monument and 10-acre (40,000 m2) property located on Mohammed Tazi Street in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Morocco_Tangier_Mendoub_Palace.jpg/330px-Morocco_Tangier_Mendoub_Palace.jpg,https://en.wikipedia.org/wiki/Mendoub's_Residence,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Ben Youssef Madrasa,musée,Marrakech,"The Ben Youssef Madrasa is an Islamic madrasa (college) in Marrakesh, Morocco. The madrasa is named after the adjacent Ben Youssef Mosque, and was commissioned in 1564–65 CE by the Saadian sultan Abdallah al-Ghalib. Functioning today as a historical site, the Ben Youssef Madrasa was the largest Islamic college in the Maghreb at its height, and is widely recognized as a pinnacle of Saadian and Moroccan architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Coranic_School_%28106589859%29.jpeg/330px-Coranic_School_%28106589859%29.jpeg,https://en.wikipedia.org/wiki/Ben_Youssef_Madrasa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Taroudant,musée,Ouarzazate,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Hassan II Mosque,musée,Casablanca,"The Hassan II Mosque is a mosque in Casablanca, Morocco. It is the second largest functioning mosque in Africa and is the 14th largest in the world. Its minaret is the world's second tallest minaret at 210 metres (689 ft). Completed in 1993, it was designed by Michel Pinseau under the guidance of King Hassan II and built by Moroccan artisans from all over the kingdom. The minaret is 60 stories high topped by a laser, the light from which is directed towards Mecca. The mosque stands on a promontory looking out to the Atlantic Ocean; worshippers can pray over the sea but there is no glass floor looking into the sea. The walls are of hand-crafted marble and the roof is retractable. A maximum of 105,000 worshippers can gather together for prayer: 25,000 inside the mosque hall and another 80,000 on the mosque's outside ground.",https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg,https://en.wikipedia.org/wiki/Hassan_II_Mosque,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Zellij,musée,Casablanca,"Zellij, also spelled zillij or zellige, is a style of mosaic tilework made from individually hand-chiseled tile pieces. The pieces were typically of different colours and fitted together to form various patterns on the basis of tessellations, most notably elaborate Islamic geometric motifs such as radiating star patterns composed of various polygons. This form of Islamic art is one of the main characteristics of architecture in the western Islamic world. It is found in the architecture of Morocco, the architecture of Algeria, early Islamic sites in Tunisia, and in the historic monuments of al-Andalus. From the 14th century onwards, zellij became a standard decorative element along lower walls, in fountains and pools, on minarets, and for the paving of floors.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg/330px-%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg,https://en.wikipedia.org/wiki/Zellij,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Mendoubia,musée,Tanger,"The Mendoubia or Mandubiyya refers to the former ceremonial mansion of the Mendoub, the representative of the Sultan of Morocco in the Tangier International Zone from 1924 to 1956. It now houses the commercial court of Tangier and a memorial museum.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Morocco_Tangier_Mendoubia.jpg/320px-Morocco_Tangier_Mendoubia.jpg,https://en.wikipedia.org/wiki/Mendoubia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Ben Salah Mosque,musée,Marrakech,"The Ben Salah Mosque or Ben Saleh Mosque is a 14th-century Marinid mosque in the historic medina of Marrakesh, Morocco. It is the only major surviving Marinid-era monument in Marrakesh and is notable for its fine minaret.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Ben_Salah_Mosque.jpg/330px-Ben_Salah_Mosque.jpg,https://en.wikipedia.org/wiki/Ben_Salah_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Turenne rail accident,musée,Oujda,The Turenne rail accident occurred on 14 September 1932 when a train carrying French Foreign Legionnaires crashed in Algeria killing 62 people.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg/330px-Vue_de_l%27accident_de_chemin_de_fer_de_Tlemcen%2C_1932.jpg,https://en.wikipedia.org/wiki/Turenne_rail_accident,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Fes el Bali,musée,Fès,"Fes el Bali is the oldest part of Fez, Morocco. It is one of the three main districts of Fez, along with Fes Jdid and the French-created Ville Nouvelle. Together with Fes Jdid, it forms the medina of Fez, significant for the preservation of its pre-modern urban layout and numerous historic monuments, which have earned it UNESCO World Heritage Site status.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Fes_Bab_Bou_Jeloud_2011.jpg/330px-Fes_Bab_Bou_Jeloud_2011.jpg,https://en.wikipedia.org/wiki/Fes_el_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
